InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544201,85099B,JUMBO BAG RED RETROSPOT,1,2/17/2011 10:11,4.13,,United Kingdom
575491,48187,DOORMAT NEW ENGLAND,1,11/9/2011 17:47,8.25,15531.0,United Kingdom
C567627,22197,POPCORN HOLDER,-3,9/21/2011 13:01,0.85,17511.0,United Kingdom
548358,47580,TEA TIME DES TEA COSY,6,3/30/2011 15:29,2.55,15832.0,United Kingdom
538167,20724,RED RETROSPOT CHARLOTTE BAG,3,12/9/2010 18:58,0.85,14713.0,United Kingdom
550474,20802,SMALL GLASS SUNDAE DISH CLEAR,2,4/18/2011 13:58,3.29,,United Kingdom
551527,21865,PINK UNION JACK  PASSPORT COVER ,4,5/1/2011 12:41,2.1,14395.0,United Kingdom
553191,75049L,LARGE CIRCULAR MIRROR MOBILE,3,5/15/2011 13:22,1.25,13118.0,United Kingdom
566193,22384,LUNCH BAG PINK POLKADOT,10,9/9/2011 13:37,1.65,14961.0,United Kingdom
572098,22150,3 STRIPEY MICE FELTCRAFT,6,10/20/2011 15:38,1.95,15117.0,United Kingdom
566757,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,9/14/2011 15:54,2.46,,United Kingdom
580048,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4,12/1/2011 12:53,0.42,12748.0,United Kingdom
577440,23344,JUMBO BAG 50'S CHRISTMAS ,40,11/20/2011 11:11,2.08,14477.0,United Kingdom
548740,22090,PAPER BUNTING RETROSPOT,6,4/4/2011 11:34,2.95,13319.0,United Kingdom
571668,21129,SILVER FISHING GNOME ,1,10/18/2011 13:10,6.95,16515.0,United Kingdom
572090,84946,ANTIQUE SILVER T-LIGHT GLASS,6,10/20/2011 14:33,1.25,13573.0,United Kingdom
576927,23115,RED APPLES CHOPPING BOARD   ,3,11/17/2011 11:02,4.95,12567.0,France
560863,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,7/21/2011 13:53,1.25,12748.0,United Kingdom
552291,22433,WATERING CAN GREEN DINOSAUR,6,5/8/2011 14:00,1.95,15421.0,United Kingdom
569231,22336,DOVE DECORATION PAINTED ZINC ,5,10/2/2011 15:18,0.19,13379.0,United Kingdom
575269,21135,VICTORIAN  METAL POSTCARD SPRING,32,11/9/2011 12:08,1.69,17865.0,United Kingdom
551056,16238,PARTY TIME PENCIL ERASERS,28,4/26/2011 11:51,0.21,16442.0,United Kingdom
578344,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,11/24/2011 9:21,0.83,,United Kingdom
561614,22960,JAM MAKING SET WITH JARS,6,7/28/2011 12:50,4.25,13871.0,United Kingdom
540489,22267,EASTER DECORATION EGG BUNNY ,6,1/7/2011 16:32,1.25,13593.0,United Kingdom
578676,23583,LUNCH BAG PAISLEY PARK  ,1,11/24/2011 19:07,1.65,16016.0,United Kingdom
565854,22313,OFFICE MUG WARMER PINK,6,9/7/2011 13:22,2.95,12490.0,France
540551,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,1/10/2011 9:43,5.06,,United Kingdom
568938,21122,SET/10 PINK POLKADOT PARTY CANDLES,4,9/29/2011 14:46,1.25,17220.0,United Kingdom
575176,21174,POTTERING IN THE SHED METAL SIGN,1,11/8/2011 18:29,4.13,,United Kingdom
544338,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2/18/2011 8:47,1.45,12852.0,United Kingdom
575041,21618,4 WILDFLOWER BOTANICAL CANDLES,2,11/8/2011 12:01,1.25,17289.0,United Kingdom
561871,23078,ICE CREAM PEN LIP GLOSS ,24,7/31/2011 11:46,1.25,13018.0,United Kingdom
569844,23507,MINI PLAYING CARDS BUFFALO BILL ,20,10/6/2011 13:30,0.42,12626.0,Germany
547380,20728,LUNCH BAG CARS BLUE,10,3/22/2011 15:20,1.65,16809.0,United Kingdom
577773,23339,EGG FRYING PAN BLUE ,1,11/21/2011 15:57,2.08,16712.0,United Kingdom
552949,22151,PLACE SETTING WHITE HEART,24,5/12/2011 12:01,0.42,16033.0,United Kingdom
545078,22197,SMALL POPCORN HOLDER,2,2/28/2011 10:15,1.63,,United Kingdom
559134,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,7/6/2011 13:14,1.65,12700.0,France
567186,22091,EMPIRE TISSUE BOX,4,9/18/2011 16:04,0.39,17073.0,United Kingdom
560209,21269,ANTIQUE CREAM CUTLERY SHELF ,2,7/15/2011 14:05,8.5,15004.0,United Kingdom
578757,23126,FELTCRAFT GIRL AMELIE KIT,2,11/25/2011 11:41,4.95,12748.0,United Kingdom
558053,20728,LUNCH BAG CARS BLUE,10,6/24/2011 14:33,1.65,15027.0,United Kingdom
581230,20726,LUNCH BAG WOODLAND,10,12/8/2011 10:24,1.65,14291.0,United Kingdom
547964,22894,TABLECLOTH RED APPLES DESIGN ,1,3/28/2011 15:45,20.79,,United Kingdom
564756,20713,JUMBO BAG OWLS,1,8/30/2011 10:33,4.13,,United Kingdom
544970,20982,12 PENCILS TALL TUBE SKULLS,12,2/25/2011 11:33,0.85,13362.0,United Kingdom
550448,22653,BUTTON BOX ,1,4/18/2011 12:42,1.95,16746.0,United Kingdom
577029,23367,SET 12 COLOUR PENCILS SPACEBOY ,12,11/17/2011 12:59,0.65,15563.0,United Kingdom
553162,20676,RED RETROSPOT BOWL,1,5/13/2011 15:53,2.46,,United Kingdom
540480,21219,SET/4 BADGES BALLOON GIRL,10,1/7/2011 15:27,1.25,12480.0,Germany
561113,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,10,7/25/2011 12:09,3.75,17841.0,United Kingdom
538744,21169,YOU'RE CONFUSING ME METAL SIGN ,1,12/14/2010 11:26,1.69,15356.0,United Kingdom
556229,21137,BLACK RECORD COVER FRAME,4,6/9/2011 14:43,3.75,12839.0,United Kingdom
536605,20963,APPLE BATH SPONGE,10,12/2/2010 8:52,1.25,13715.0,United Kingdom
564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/25/2011 14:13,4.15,15950.0,United Kingdom
538148,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/9/2010 16:26,8.47,,United Kingdom
569633,23080,RED METAL BOX TOP SECRET,2,10/5/2011 12:02,8.25,16478.0,United Kingdom
559337,16219,HOUSE SHAPE PENCIL SHARPENER,15,7/7/2011 16:27,0.83,,United Kingdom
558315,22938,CUPCAKE LACE PAPER SET 6,12,6/28/2011 11:44,1.95,15065.0,United Kingdom
556803,21242,RED RETROSPOT PLATE ,1,6/14/2011 14:57,3.29,,United Kingdom
559693,22281,EASTER TREE YELLOW BIRDS,1,7/11/2011 16:21,12.46,,United Kingdom
560454,20728,LUNCH BAG CARS BLUE,10,7/19/2011 10:06,1.65,12947.0,United Kingdom
543996,22090,PAPER BUNTING RETROSPOT,6,2/15/2011 10:46,2.95,15811.0,United Kingdom
570126,22111,SCOTTIE DOG HOT WATER BOTTLE,1,10/7/2011 13:16,4.95,16910.0,United Kingdom
558904,21090,SET/6 COLLAGE PAPER PLATES,35,7/4/2011 16:18,0.83,,United Kingdom
574952,23470,CARD HOLDER LOVE BIRD LARGE ,2,11/8/2011 9:47,6.25,13924.0,United Kingdom
568310,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,9/26/2011 12:48,4.15,14911.0,EIRE
564565,21114,LAVENDER SCENTED FABRIC HEART,10,8/26/2011 10:50,1.25,14911.0,EIRE
563189,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,8/12/2011 15:22,2.55,12682.0,France
557500,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,6/20/2011 15:27,8.29,,United Kingdom
539437,20699,MOUSEY LONG LEGS SOFT TOY,1,12/17/2010 14:54,5.06,,United Kingdom
561820,23288,GREEN VINTAGE SPOT BEAKER,2,7/29/2011 16:00,1.63,,United Kingdom
566060,82583,HOT BATHS METAL SIGN,2,9/8/2011 15:27,4.13,,United Kingdom
537368,22189,CREAM HEART CARD HOLDER,8,12/6/2010 12:40,3.95,14911.0,EIRE
545696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,3/6/2011 14:21,2.95,15696.0,United Kingdom
562037,22283,6 EGG HOUSE PAINTED WOOD,2,8/2/2011 9:34,7.95,13023.0,United Kingdom
568104,22089,PAPER BUNTING VINTAGE PAISLEY,1,9/23/2011 15:50,2.95,16485.0,United Kingdom
568495,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,9/27/2011 12:08,1.45,14755.0,United Kingdom
578532,22167, OVAL WALL MIRROR DIAMANTE ,1,11/24/2011 14:40,9.95,18130.0,United Kingdom
552061,21558,SKULL LUNCH BOX WITH CUTLERY ,6,5/6/2011 10:43,2.55,13001.0,United Kingdom
580884,85136A,YELLOW SHARK HELICOPTER,1,12/6/2011 12:21,7.95,15907.0,United Kingdom
C537820,22627,MINT KITCHEN SCALES,-1,12/8/2010 14:10,8.5,16016.0,United Kingdom
571268,21327,SKULLS WRITING SET ,12,10/16/2011 12:06,1.65,15351.0,United Kingdom
539579,21165,BEWARE OF THE CAT METAL SIGN ,2,12/20/2010 12:51,1.69,16713.0,United Kingdom
562717,22670,FRENCH WC SIGN BLUE METAL,1,8/8/2011 15:42,2.46,,United Kingdom
562120,22028,PENNY FARTHING BIRTHDAY CARD,72,8/2/2011 17:04,0.36,13756.0,United Kingdom
564729,22672,FRENCH BATHROOM SIGN BLUE METAL,1,8/28/2011 12:44,1.65,13137.0,United Kingdom
559988,21172,PARTY METAL SIGN ,1,7/14/2011 12:17,1.45,15402.0,United Kingdom
541005,21258,VICTORIAN SEWING BOX LARGE,1,1/13/2011 10:39,12.75,16161.0,United Kingdom
551056,22520,CHILDS GARDEN TROWEL BLUE ,4,4/26/2011 11:51,0.85,16442.0,United Kingdom
572542,22434,BALLOON PUMP WITH 10 BALLOONS,8,10/24/2011 16:20,1.95,17272.0,United Kingdom
576053,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,11/13/2011 14:53,1.25,16726.0,United Kingdom
580153,22138,BAKING SET 9 PIECE RETROSPOT ,9,12/2/2011 10:23,4.95,12762.0,Portugal
552514,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,5/9/2011 16:30,5.79,,United Kingdom
576880,22274,FELTCRAFT DOLL EMILY,6,11/16/2011 17:03,2.95,14911.0,EIRE
557878,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,6/23/2011 13:13,3.25,16940.0,United Kingdom
572127,22423,REGENCY CAKESTAND 3 TIER,2,10/21/2011 9:20,12.75,14911.0,EIRE
575893,21314,SMALL GLASS HEART TRINKET POT,8,11/11/2011 14:23,2.1,17088.0,United Kingdom
575612,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,11/10/2011 12:47,3.75,17416.0,United Kingdom
544778,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2/23/2011 12:03,3.95,14978.0,United Kingdom
576339,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,11/14/2011 15:27,3.29,14096.0,United Kingdom
560483,21790,VINTAGE SNAP CARDS,24,7/19/2011 10:49,0.85,12955.0,United Kingdom
538349,20733,GOLD MINI TAPE MEASURE ,1,12/10/2010 14:59,0.85,,United Kingdom
571410,22457,NATURAL SLATE HEART CHALKBOARD ,12,10/17/2011 12:32,2.95,17527.0,United Kingdom
540681,90054,CRACKED GLAZE EARRINGS RED,1,1/10/2011 16:25,2.54,,United Kingdom
576593,23340,VINTAGE CHRISTMAS CAKE FRILL,1,11/15/2011 14:48,1.65,15720.0,United Kingdom
580054,22420,LIPSTICK PEN BABY PINK,5,12/1/2011 13:08,0.42,18122.0,United Kingdom
554855,22707,WRAP MONSTER FUN ,25,5/27/2011 9:48,0.42,15172.0,United Kingdom
565430,22908,PACK OF 20 NAPKINS RED APPLES,10,9/4/2011 13:07,0.85,14335.0,Germany
542430,22822,CREAM WALL PLANTER HEART SHAPED,16,1/28/2011 10:10,4.95,13552.0,United Kingdom
549633,21166,COOK WITH WINE METAL SIGN ,12,4/11/2011 11:45,2.08,15671.0,United Kingdom
561496,17090D,,-10,7/27/2011 14:08,0.0,,United Kingdom
560833,22624,IVORY KITCHEN SCALES,1,7/21/2011 12:14,8.5,16891.0,United Kingdom
574048,22842,BISCUIT TIN VINTAGE RED,2,11/2/2011 13:37,6.75,13769.0,United Kingdom
C576903,23485,BOTANICAL GARDENS WALL CLOCK ,-1,11/17/2011 9:15,25.0,12712.0,Germany
555323,22089,PAPER BUNTING VINTAGE PAISLEY,6,6/2/2011 11:02,4.13,,United Kingdom
540947,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,24,1/12/2011 12:43,1.69,15939.0,United Kingdom
581219,23207,LUNCH BAG ALPHABET DESIGN,1,12/8/2011 9:28,4.13,,United Kingdom
581492,21258,VICTORIAN SEWING BOX LARGE,1,12/9/2011 10:03,24.96,,United Kingdom
541104,21991,BOHEMIAN COLLAGE STATIONERY SET,1,1/13/2011 14:29,2.46,,United Kingdom
575320,22865,HAND WARMER OWL DESIGN,12,11/9/2011 13:30,2.1,17011.0,United Kingdom
561689,21889,WOODEN BOX OF DOMINOES,12,7/29/2011 9:01,1.25,15942.0,United Kingdom
576516,22386,JUMBO BAG PINK POLKADOT,10,11/15/2011 12:19,2.08,16746.0,United Kingdom
578827,22961,JAM MAKING SET PRINTED,7,11/25/2011 14:25,3.29,,United Kingdom
579283,21533,RETROSPOT LARGE MILK JUG,6,11/29/2011 10:45,4.95,13883.0,United Kingdom
C537602,22197,SMALL POPCORN HOLDER,-1,12/7/2010 12:45,0.72,17511.0,United Kingdom
541711,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,96,1/21/2011 11:18,1.45,14646.0,Netherlands
537211,22215,CAKE STAND WHITE TWO TIER LACE,2,12/5/2010 15:18,8.5,16143.0,United Kingdom
546160,20677,PINK POLKADOT BOWL,72,3/10/2011 9:49,1.06,15838.0,United Kingdom
550341,21868,POTTING SHED TEA MUG,12,4/17/2011 15:53,1.25,13018.0,United Kingdom
571411,21754,HOME BUILDING BLOCK WORD,2,10/17/2011 12:33,6.25,17858.0,United Kingdom
553552,85099B,JUMBO BAG RED RETROSPOT,20,5/17/2011 16:23,2.08,17702.0,United Kingdom
549906,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,4/12/2011 16:28,0.85,14998.0,United Kingdom
560650,23550,WRAP ALPHABET POSTER  ,25,7/20/2011 11:38,0.42,15529.0,United Kingdom
572913,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,10/26/2011 16:21,1.65,15993.0,United Kingdom
581402,22979,PANTRY WASHING UP BRUSH,6,12/8/2011 13:45,1.45,14653.0,United Kingdom
564141,20726,LUNCH BAG WOODLAND,2,8/23/2011 11:47,1.65,17841.0,United Kingdom
573510,22736,RIBBON REEL MAKING SNOWMEN ,5,10/31/2011 12:21,1.65,14808.0,United Kingdom
574075,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,11/2/2011 15:33,2.95,16365.0,United Kingdom
572651,23314,VINTAGE CHRISTMAS TABLECLOTH,4,10/25/2011 12:06,12.5,17350.0,United Kingdom
549596,23076,ICE CREAM SUNDAE LIP GLOSS,24,4/11/2011 11:06,1.25,14339.0,United Kingdom
562275,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,8/4/2011 10:04,9.95,12689.0,France
573376,82482,WOODEN PICTURE FRAME WHITE FINISH,2,10/30/2011 13:50,2.95,13617.0,United Kingdom
557749,23084,RABBIT NIGHT LIGHT,24,6/22/2011 12:44,1.79,13477.0,United Kingdom
578817,22698,PINK REGENCY TEACUP AND SAUCER,1,11/25/2011 13:45,2.95,16764.0,United Kingdom
540002,22625,RED KITCHEN SCALES,8,1/4/2011 10:23,8.5,16656.0,United Kingdom
562517,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,8/5/2011 12:27,1.45,15719.0,United Kingdom
544462,21328,BALLOONS  WRITING SET ,2,2/20/2011 14:21,1.65,17050.0,United Kingdom
538566,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,12/13/2010 11:21,2.51,,United Kingdom
536590,22794,SWEETHEART WIRE MAGAZINE RACK,2,12/1/2010 16:52,7.95,13065.0,United Kingdom
557803,22555,PLASTERS IN TIN STRONGMAN,12,6/23/2011 10:20,1.65,12704.0,Finland
550471,21881,CUTE CATS TAPE,1,4/18/2011 13:52,1.63,,United Kingdom
577438,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,11/20/2011 11:09,2.1,18118.0,United Kingdom
572735,21642,ASSORTED TUTTI FRUTTI PEN,24,10/25/2011 15:36,0.29,15630.0,United Kingdom
547785,22083,PAPER CHAIN KIT RETROSPOT,2,3/25/2011 11:41,2.95,13097.0,United Kingdom
571717,20669,RED HEART LUGGAGE TAG,2,10/18/2011 17:10,1.25,14381.0,United Kingdom
570674,21809,CHRISTMAS HANGING TREE WITH BELL,48,10/11/2011 14:59,0.39,14911.0,EIRE
577086,23344,JUMBO BAG 50'S CHRISTMAS ,10,11/17/2011 15:50,2.08,16070.0,United Kingdom
580983,22998,TRAVEL CARD WALLET KEEP CALM,1,12/6/2011 16:26,0.83,,United Kingdom
574249,22470,HEART OF WICKER LARGE,1,11/3/2011 13:01,2.95,16347.0,United Kingdom
554906,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,5/27/2011 11:41,3.25,14194.0,United Kingdom
565847,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,9/7/2011 12:44,6.63,,United Kingdom
540977,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,1/12/2011 15:01,8.47,,United Kingdom
546429,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,3/13/2011 15:25,2.1,17611.0,United Kingdom
565728,22694,WICKER STAR ,6,9/6/2011 12:00,2.1,17716.0,United Kingdom
577228,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,11/18/2011 12:07,4.25,12391.0,Cyprus
550838,21166,COOK WITH WINE METAL SIGN ,2,4/21/2011 11:31,2.08,14577.0,United Kingdom
563211,20723,STRAWBERRY CHARLOTTE BAG,10,8/14/2011 12:33,0.85,17049.0,United Kingdom
581492,90086,CRYSTAL FROG PHONE CHARM,1,12/9/2011 10:03,1.63,,United Kingdom
556121,22450,SILK PURSE BABUSHKA BLUE,4,6/9/2011 10:09,3.35,15855.0,United Kingdom
562381,20963,APPLE BATH SPONGE,10,8/4/2011 15:33,1.25,16873.0,United Kingdom
546561,84978,HANGING HEART JAR T-LIGHT HOLDER,12,3/15/2011 10:34,1.25,18260.0,United Kingdom
568798,21481,FAWN BLUE HOT WATER BOTTLE,6,9/29/2011 10:23,2.95,12615.0,France
539451,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,12/17/2010 16:59,2.51,,United Kingdom
557322,23206,LUNCH BAG APPLE DESIGN,10,6/20/2011 9:04,1.65,17444.0,Canada
540418,84251B,"GREETING CARD, STICKY GORDON",1,1/7/2011 11:04,0.43,,United Kingdom
550278,48189,DOORMAT FRIENDSHIP ,2,4/15/2011 13:15,16.63,,United Kingdom
C573427,22057,CERAMIC PLATE STRAWBERRY DESIGN,-36,10/31/2011 10:18,1.49,14560.0,United Kingdom
572055,71053,WHITE METAL LANTERN,1,10/20/2011 12:34,3.75,17346.0,United Kingdom
572719,21314,SMALL GLASS HEART TRINKET POT,8,10/25/2011 15:03,2.1,13871.0,United Kingdom
563743,21408,SPOTTY PINK DUCK DOORSTOP,3,8/19/2011 9:23,4.25,12828.0,United Kingdom
574046,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,11/2/2011 13:19,8.5,15743.0,United Kingdom
574076,22763,KEY CABINET MA CAMPAGNE,1,11/2/2011 15:38,19.96,,United Kingdom
558074,20727,LUNCH BAG  BLACK SKULL.,100,6/24/2011 16:38,1.45,13791.0,United Kingdom
559905,23165,LARGE CERAMIC TOP STORAGE JAR,48,7/13/2011 13:27,1.45,15311.0,United Kingdom
568177,23314,VINTAGE CHRISTMAS TABLECLOTH,2,9/25/2011 13:30,12.5,13536.0,United Kingdom
554016,21056,DOCTOR'S BAG SOFT TOY,2,5/20/2011 13:14,8.95,13243.0,United Kingdom
541018,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,1/13/2011 12:03,2.1,14978.0,United Kingdom
570650,23393,HOME SWEET HOME CUSHION COVER ,2,10/11/2011 13:13,3.75,13263.0,United Kingdom
549943,22971,QUEENS GUARD COFFEE MUG,1,4/13/2011 12:09,2.55,13544.0,United Kingdom
556906,47566,PARTY BUNTING,8,6/15/2011 13:07,4.95,12843.0,United Kingdom
538169,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,12/9/2010 19:28,2.95,13230.0,United Kingdom
564734,84596G,SMALL CHOCOLATES PINK BOWL,8,8/28/2011 13:32,0.42,12484.0,Spain
549790,21508,VINTAGE KID DOLLY CARD ,12,4/12/2011 12:02,0.42,16172.0,United Kingdom
579885,22156,HEART DECORATION WITH PEARLS ,10,11/30/2011 17:37,0.85,15444.0,United Kingdom
579508,22471,TV DINNER TRAY AIR HOSTESS ,1,11/29/2011 16:33,10.79,,United Kingdom
540255,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,1/5/2011 16:50,3.36,,United Kingdom
557957,20752,BLUE POLKADOT WASHING UP GLOVES,5,6/23/2011 19:20,2.1,13969.0,United Kingdom
545522,85159B,"WHITE TEA,COFFEE,SUGAR JARS",2,3/3/2011 12:35,6.35,15596.0,United Kingdom
550279,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,4/15/2011 13:16,1.25,14700.0,United Kingdom
540995,22419,LIPSTICK PEN RED,1,1/13/2011 9:30,0.83,,United Kingdom
572662,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,3,10/25/2011 12:54,0.85,15443.0,United Kingdom
551564,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,5/3/2011 10:56,4.15,16609.0,United Kingdom
574298,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,11/3/2011 15:56,1.63,,United Kingdom
561321,21531,RED RETROSPOT SUGAR JAM BOWL,1,7/26/2011 12:59,2.55,13668.0,United Kingdom
566864,21114,LAVENDER SCENTED FABRIC HEART,5,9/15/2011 12:51,1.25,17786.0,United Kingdom
578677,23582,VINTAGE DOILY JUMBO BAG RED ,4,11/24/2011 19:30,2.08,15750.0,United Kingdom
558367,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,6/28/2011 15:31,1.95,16550.0,United Kingdom
550106,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,4/14/2011 12:31,2.55,13772.0,United Kingdom
575060,22600,CHRISTMAS RETROSPOT STAR WOOD,12,11/8/2011 12:29,0.85,13089.0,United Kingdom
581325,21790,VINTAGE SNAP CARDS,6,12/8/2011 11:53,0.85,15877.0,United Kingdom
562134,22722,,1,8/3/2011 9:50,0.0,,United Kingdom
580311,22961,JAM MAKING SET PRINTED,12,12/2/2011 14:48,1.45,18245.0,United Kingdom
560288,21755,LOVE BUILDING BLOCK WORD,3,7/18/2011 10:05,5.95,15845.0,United Kingdom
564755,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,8/30/2011 10:31,6.63,,United Kingdom
548858,22138,BAKING SET 9 PIECE RETROSPOT ,3,4/4/2011 13:29,4.95,14911.0,EIRE
552231,20751,FUNKY WASHING UP GLOVES ASSORTED,3,5/6/2011 15:47,2.1,17364.0,United Kingdom
568712,22653,BUTTON BOX ,1,9/28/2011 15:50,1.95,17841.0,United Kingdom
540848,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",8,1/12/2011 9:26,0.85,,United Kingdom
546399,22083,PAPER CHAIN KIT RETROSPOT,12,3/11/2011 14:58,2.95,14352.0,United Kingdom
541012,16011,ANIMAL STICKERS,23,1/13/2011 11:48,0.21,17019.0,United Kingdom
550616,71459,HANGING JAM JAR T-LIGHT HOLDER,96,4/19/2011 12:59,0.72,15140.0,United Kingdom
536522,47599B,BLUE PARTY BAGS ,1,12/1/2010 12:49,2.1,15012.0,United Kingdom
579980,85049C,ROMANTIC PINKS RIBBONS ,1,12/1/2011 11:16,1.25,13263.0,United Kingdom
550779,47566,PARTY BUNTING,50,4/20/2011 13:36,4.15,17511.0,United Kingdom
547729,84247K,"FOLK ART GREETING CARD,pack/12",1,3/25/2011 10:52,2.95,15529.0,United Kingdom
572884,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,10/26/2011 13:44,4.95,13924.0,United Kingdom
580115,22340,NOEL GARLAND PAINTED ZINC ,17,12/1/2011 16:22,0.83,,United Kingdom
579497,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,11/29/2011 15:39,2.95,14349.0,United Kingdom
542430,22960,JAM MAKING SET WITH JARS,6,1/28/2011 10:10,4.25,13552.0,United Kingdom
575602,22776,SWEETHEART 3 TIER CAKE STAND ,1,11/10/2011 12:27,9.95,17059.0,United Kingdom
575197,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,11/9/2011 9:42,0.85,16767.0,United Kingdom
543358,17129F,BLUE GLASS GEMS IN BAG,5,2/7/2011 14:04,1.63,,United Kingdom
557500,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,6/20/2011 15:27,16.67,,United Kingdom
559673,75049L,LARGE CIRCULAR MIRROR MOBILE,96,7/11/2011 14:10,0.85,13224.0,United Kingdom
546383,21832,CHOCOLATE CALCULATOR,12,3/11/2011 12:54,1.65,13654.0,United Kingdom
548011,22557,PLASTERS IN TIN VINTAGE PAISLEY ,96,3/29/2011 11:14,1.45,14646.0,Netherlands
543197,22918,HERB MARKER PARSLEY,12,2/4/2011 12:36,0.65,12842.0,United Kingdom
564374,22189,CREAM HEART CARD HOLDER,4,8/25/2011 10:00,3.95,16589.0,United Kingdom
562517,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,8/5/2011 12:27,1.65,15719.0,United Kingdom
566590,23079,TOADSTOOL BEDSIDE LIGHT ,2,9/13/2011 14:51,8.95,14032.0,United Kingdom
540168,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,1/5/2011 12:15,1.25,13715.0,United Kingdom
543808,21094,SET/6 RED SPOTTY PAPER PLATES,4,2/13/2011 13:22,0.85,17454.0,United Kingdom
560281,20984,12 PENCILS TALL TUBE POSY,3,7/17/2011 15:59,0.29,17984.0,United Kingdom
577482,23356,LOVE HOT WATER BOTTLE,2,11/20/2011 11:43,5.95,16762.0,United Kingdom
548991,85124C,GREEN JUICY FRUIT PHOTO FRAME,3,4/5/2011 13:48,2.55,16915.0,United Kingdom
562101,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,8/2/2011 14:04,0.83,13850.0,United Kingdom
547358,21642,ASSORTED TUTTI FRUTTI PEN,6,3/22/2011 12:25,0.85,15998.0,United Kingdom
550188,21888,BINGO SET,4,4/14/2011 18:57,3.75,12457.0,Switzerland
546869,84050,PINK HEART SHAPE EGG FRYING PAN,12,3/17/2011 16:00,1.65,12352.0,Norway
549235,21726,MULTI HEARTS  STICKERS,8,4/7/2011 11:16,0.85,15530.0,United Kingdom
550320,21563,RED HEART SHAPE LOVE BUCKET ,3,4/17/2011 12:38,2.95,12748.0,United Kingdom
546625,21934,SKULL SHOULDER BAG,11,3/15/2011 11:45,1.65,17542.0,United Kingdom
565766,20752,BLUE POLKADOT WASHING UP GLOVES,1,9/6/2011 14:23,2.1,17841.0,United Kingdom
572540,23199,JUMBO BAG APPLES,12,10/24/2011 16:17,4.13,,United Kingdom
577719,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,168,11/21/2011 12:20,3.29,16013.0,United Kingdom
555741,23094,LE GRAND TRAY CHIC SET,1,6/7/2011 10:05,12.5,16817.0,United Kingdom
